href,id,contents,key,date,contents_order,hate,hate_categories,hate_degree,position1,position2
/bbs/Gossiping/M.1628085990.A.AF4.html,gbtplayer, 聯亞就是跟在救護車後面一起闖紅燈的咖,聯亞, 111.241.228.59 08/04 22:10 ,8,1,,,,
/bbs/Gossiping/M.1627964217.A.327.html,Imuran, 等聯亞印度三期做完  大部分都打完了爹爹疼，但是爹爹被媽媽家暴到殘廢沒力疼,聯亞,  120.127.47.48 08/03 12:22 ,11,1,,,,
/bbs/Gossiping/M.1627548531.A.3AD.html,zckxy, 幹你娘三小垃圾話！高端就可以？給狗幹啦,聯亞,   1.170.68.223 07/29 16:50 ,16,1,,,,
/bbs/Gossiping/M.1627548531.A.3AD.html,pariswoman, 笑死 那黑箱高端要怎麼解釋,聯亞, 110.28.101.148 07/29 20:14 ,317,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,duke9166, 有做三期就給讚 反觀高端那爛貨,聯亞, 111.82.224.125 07/28 14:09 ,31,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,xolucifer, 有照程序我就敢打，高端滾,聯亞,   110.28.4.106 07/28 14:16 ,123,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,iceteeth, 笑死 這邊的人竟然捧聯亞 真的反智到可以 聯亞在解盲前上市 就是想炒股 國,聯亞,    42.72.99.92 07/28 14:43 ,301,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,a210510, 反觀高端的行為跟低端一樣,聯亞,  27.246.134.63 07/28 14:43 ,302,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,DEAKUNE, 二期解盲不完全就能拿到EUA，政府還趕快新增高端施打意願勾選，這些政客真的厚顏無恥,聯亞,  27.52.162.152 07/28 15:23 ,400,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,ElsaKing, 按部就班的聯亞才值得扶持 偷吃步的去死啦,聯亞,111.251.152.124 07/28 15:40 ,422,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,GGdong, 要支持國產的不如等聯亞三期通過，低端才打連二期都沒過的高端,聯亞,  42.77.103.118 07/28 15:47 ,425,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,cliche, 聯亞是EUA還沒過，上面推聯亞三期有良心的是良心被狗吃了吧,聯亞, 219.69.115.213 07/28 17:22 ,484,1,,,,
/bbs/Gossiping/M.1627452375.A.D6E.html,romber, 有3期有推，照標準來很難嗎？垃圾政府高端整天想偷雞,聯亞, 219.84.232.175 07/28 20:05 ,541,1,,,,
/bbs/Gossiping/M.1626718988.A.C2C.html,benjy0218, 低端人口打高端。打聯亞，可憐呀。,聯亞,   1.163.218.99 07/20 03:03 ,22,1,,,,
/bbs/Gossiping/M.1626669106.A.9EB.html,alamabarry, 快點開放高端聯亞吧 蟑螂等到快餓死,聯亞,223.139.236.211 07/19 12:46 ,55,1,,,,
/bbs/Gossiping/M.1626668217.A.21B.html,l119thunder, AZ混國慘比較有可能,聯亞, 165.225.102.76 07/19 12:18 ,1,1,,,,
/bbs/Gossiping/M.1626656781.A.9D0.html,skizard, 連我這外行看到新聞都覺得 你他X有病喔根本惡搞聯亞 介紹他去實驗的友人大概想找地洞鑽吧嚴重違反受試者倫理 還敢出來發聲 有夠,聯亞,  49.217.198.18 07/19 09:13 ,3,1,,,,
/bbs/Gossiping/M.1626631011.A.C11.html,inshadow, 聯亞不給答案 還要讓人痴痴空等國慘喔,聯亞,  1.175.181.5 07/19 02:20 ,67,1,,,,
/bbs/Gossiping/M.1626631011.A.C11.html,monkey6, 國藥科興都屌打國慘，叫人家去打倒是正確,聯亞,  39.9.32.142 07/19 04:03 ,201,1,,,,
/bbs/Gossiping/M.1626359317.A.3FF.html,qqq87112, 過了三期老人都打不真爽 老人乖乖打最爛AZ,聯亞,     42.76.2.70 07/15 22:29 ,1,1,,,,
/bbs/Gossiping/M.1626154575.A.EEF.html,Annis812, 國慘防護低下 az副作用死太多人 三級太久人民受不了 綜合以上才不再卡bnt的吧,聯亞,  42.73.131.138 07/13 14:28 ,102,1,,,,
/bbs/Gossiping/M.1626154575.A.EEF.html,vanprasth, 窮人版novavax看來只有聯亞有機會了,聯亞,  36.235.188.83 07/13 14:55 ,134,1,,,,
/bbs/Gossiping/M.1626154575.A.EEF.html,echung, 垃圾高端 笑死,聯亞, 49.216.184.184 07/13 15:03 ,143,1,,,,
/bbs/Gossiping/M.1626154575.A.EEF.html,kobe7610, 高端、聯亞就是垃圾,聯亞, 223.137.52.169 07/13 20:55 ,233,1,,,,
/bbs/Gossiping/M.1626154575.A.EEF.html,aa2425, 高端給817,聯亞,   180.217.1.92 07/14 07:48 ,243,1,,,,
/bbs/Gossiping/M.1625916304.A.149.html,midnight1981, 所以幹妳娘還是不敢打高端聯亞啊,聯亞,  61.227.80.116 07/10 19:34 ,23,1,,,,
/bbs/Gossiping/M.1625916304.A.149.html,j55888819, 高端員工確診睡不好 老百姓病死睡很甜,聯亞, 220.132.136.21 07/10 19:56 ,57,1,,,,
/bbs/Gossiping/M.1625916304.A.149.html,leeyeah, 高端連狗都不打啦幹,聯亞,    101.10.6.23 07/10 20:45 ,85,1,,,,
/bbs/Gossiping/M.1625363436.A.85F.html,labell, 為何 不用匪代理BNT 卻不積極採購不足數量,聯亞,123.110.217.131 07/04 09:57 ,26,1,,,,
/bbs/Gossiping/M.1625339014.A.E7D.html,dylancdylanc, 只有垃圾蟑螂才在那邊物政府護航 疫苗有訂 只是沒來 這些垃圾蟑螂又不敢具名一定打高端...還跟其他人搶打國外疫苗.. 上面跟下面的垃圾蟑螂敢登記兩劑都打高端嗎 廢物孬孬而已,聯亞,   36.227.113.5 07/04 09:16 ,53,1,,,,
/bbs/Gossiping/M.1625186925.A.362.html,overthrow911, 笑死，莫德納比這兩支更容易死人，反國產反到腦子不知跑哪去了,聯亞,  49.217.111.65 07/02 09:05 ,4,1,,,,
/bbs/Gossiping/M.1624946611.A.9E1.html,killer922, 那就先打聯亞做全民模範阿。幹你娘搶,聯亞,   49.216.40.30 06/29 14:09 ,49,1,,,,
/bbs/Gossiping/M.1624946611.A.9E1.html,giaour, 偷打莫德納的垃圾 第二劑注射自己的洨啦,聯亞,  112.104.14.96 06/29 20:41 ,114,1,,,,
/bbs/Gossiping/M.1624867320.A.1C2.html,salix, 騙騙吹捧高端的低端足夠了,聯亞,114.136.127.132 06/28 16:03 ,1,1,,,,
/bbs/Gossiping/M.1624855754.A.087.html,mudee, 我才怕那些整天在唱衰高端聯亞的  到最後搶打國產  賴在臺灣嘰嘰歪歪  有夠煩,聯亞,111.246.191.167 06/28 14:04 ,49,1,,,,
/bbs/Gossiping/M.1624854016.A.7C3.html,bothsides, 低端人打高端 你說好不好啊,聯亞,   111.241.0.60 06/28 15:18 ,22,1,,,,
/bbs/Gossiping/M.1624853533.A.643.html,lavendersea, 覺得可以 低端的AZ 莫德納就給低端北部人,聯亞,   101.12.41.54 06/28 12:29 ,22,1,,,,
/bbs/Gossiping/M.1624845294.A.69C.html,andy199113, 李秉穎都亂嘴郭台銘BNT過期 這人超噁,聯亞,111.241.212.190 06/28 09:57 ,26,1,,,,
/bbs/Gossiping/M.1624804426.A.5C4.html,brennen, 國藥受試者平均年齡36歲，沒有老人受試，根本就是從收案開始就優化數據的廢物疫苗,聯亞,118.170.0.121 06/27 22:37 ,3,1,,,,
/bbs/Gossiping/M.1624802707.A.361.html,alonli, 817我左手高端 右手聯亞 洨英玉照在胸口,聯亞,  114.39.223.86 06/27 22:22 ,34,1,,,,
/bbs/Gossiping/M.1624802160.A.8D9.html,markloss, 蟑螂看聯亞期中報告打手槍,聯亞,  101.9.231.141 06/28 00:15 ,122,1,,,,
/bbs/Gossiping/M.1624801345.A.EFA.html,helloman, 國外廠都低能兒 不知道有公式可以換算在那邊花錢測試 難怪生技技術被台灣屌打等著看高端跟聯亞征服宇宙吧,聯亞,  182.233.19.49 06/27 22:40 ,131,1,,,,
/bbs/Gossiping/M.1624791105.A.72A.html,xheath, 高端沒有打算做三期還在那邊騙 很雞掰,聯亞, 118.170.52.154 06/27 18:53 ,10,1,,,,
/bbs/Gossiping/M.1624791105.A.72A.html,hyperyoujo, 幫忙公測台灣疫苗，這樣之後才能大內宣，之前騙高端最近看起來被拆穿了騙不下去，就換個聯亞來繼續騙,聯亞,  108.56.212.99 06/27 19:10 ,81,1,,,,
/bbs/Gossiping/M.1624791105.A.72A.html,hyperyoujo, 所有沒按國際標準(三期期中通過的)的疫苗照我們蔡主席說法根本不該採用，也沒有所謂哪個較好，三期過了的國藥科興台灣人不信，AZ死老人台灣人又不爽，更何況是連二期都才剛過的廢物？,聯亞,  108.56.212.99 06/27 19:15 ,88,1,,,,
/bbs/Gossiping/M.1624791105.A.72A.html,z900215ro, 高端那個垃圾期刊別再拿出來說嘴了吧,聯亞,114.198.167.137 06/27 19:16 ,91,1,,,,
/bbs/Gossiping/M.1624787269.A.139.html,sylviaplath, 聯亞真心機 撿高端便宜,聯亞, 114.136.224.56 06/27 19:26 ,196,1,,,,
/bbs/Gossiping/M.1624787269.A.139.html,h806266509, 聯亞高端我都不要啦 蟑螂不要抹,聯亞,  1.164.242.211 06/27 22:03 ,204,1,,,,
/bbs/Gossiping/M.1624761934.A.C31.html,stlevi811101, 野狗才打高端疫苗,聯亞,58.114.210.66 06/27 10:47 ,15,1,,,,
/bbs/Gossiping/M.1624515812.A.7B9.html,reil, 空心菜挺高端令人反感,聯亞,    1.160.84.24 06/24 14:24 ,6,1,,,,
/bbs/Gossiping/M.1624515812.A.7B9.html,doggy0919, 二期還沒做完  當然沒辦法做三期高端已經說三期只做橋接  等看聯亞三期  如果也是只做橋接  那就他媽的一樣爛  若是做傳統三期  那就良心未怋nan,聯亞,   42.77.119.47 06/25 10:30 ,45,1,,,,
/bbs/Gossiping/M.1624509899.A.C11.html,scott67871, 看柯韓畜完全不洗聯亞就知道,聯亞,27.246.229.111 06/24 12:56 ,6,1,,,,
/bbs/Gossiping/M.1624438858.A.B0B.html,Ravel76424, 一堆雙標仔 罵高端的時候喊讚 罵聯亞就噓真是護主心切耶,聯亞, 60.251.194.145 06/24 12:22 ,27,1,,,,
/bbs/Gossiping/M.1624416994.A.5A1.html,chongwen, 聯亞三期還沒開始好嗎，2期都還沒解盲哪來的3期啊，八卦就一堆雙標仔,聯亞, 125.228.30.114 06/23 11:06 ,13,1,,,,
/bbs/Gossiping/M.1624409638.A.C68.html,li118, 你知道我們當初下單莫德納的時候，人家二期也還沒過嗎你等EUA過了再下單 準備等到天荒地老就是八卦失智才在吵說圖利,聯亞,111.251.133.226 06/23 09:07 ,4,1,,,,
/bbs/Gossiping/M.1624409638.A.C68.html,teasy, 說我們二期沒過就下單莫德納的，那時候有其他取得美國EUA的疫苗嗎？現在至少有四支合格疫苗不下單，跑去下單沒做三期的，腦袋有問題嗎？,聯亞,  110.26.158.26 06/23 09:56 ,6,1,,,,
/bbs/Gossiping/M.1623561126.A.E07.html,swearflycc, 不要講一堆幹話啦  打不打 自己選擇要當破口不要連累家人  懂了吧 還是你的基本道德是跟高端聯亞保護力成正比?  有腦袋?我還真是看不起你,聯亞, 218.173.116.36 06/13 13:48 ,32,1,,,,
/bbs/Gossiping/M.1623332027.A.F64.html,alex5566, 有差嗎  韭菜的選擇只有高端跟聯亞....,聯亞,220.133.196.222 06/10 21:35 ,7,1,,,,
/bbs/Gossiping/M.1623332027.A.F64.html,widec, 我覺得是 高端是狗官用來炒股的,聯亞,   114.46.18.81 06/10 21:47 ,21,1,,,,
/bbs/Gossiping/M.1623316328.A.BD5.html,NAMESTANLY, 失智酸民：我只打科興 BNT,聯亞,220.128.199.196 06/10 17:37 ,45,1,,,,
/bbs/Gossiping/M.1623125499.A.C29.html,heyd, 他是亞利安種族主義者 當然選bnt,聯亞,   1.170.186.37 06/08 12:13 ,5,1,,,,
/bbs/Gossiping/M.1622515166.A.56F.html,tddt, 莫德納孿生兄弟個g8啦，這句話超智障,聯亞, 118.166.43.108 06/01 14:16 ,58,1,,,,
/bbs/Gossiping/M.1622474010.A.498.html,kobet0623, 跟高端有關係嗎？樓上一堆智障QQ,聯亞,   59.115.92.93 06/01 00:48 ,466,1,,,,
/bbs/Gossiping/M.1622007231.A.36B.html,peacesb, 把高端轟下去 台灣就沒國產了 只能靠外援同島一命 17414,聯亞,219.87.85.162 05/26 13:35 ,7,1,,,,
/bbs/Gossiping/M.1622007231.A.36B.html,drmit, 原來聯亞生技沒有上市櫃，那高端可以吃屎了,聯亞,   111.250.8.46 05/26 14:23 ,43,1,,,,
/bbs/Gossiping/M.1633075544.A.9ED.html,horseface, 對啊，哪像高端，一劑就能死年輕人,莫德納, 23.241.114.109 10/01 16:12 ,24,1,,,,
/bbs/Gossiping/M.1633021656.A.820.html,haha7456, 自己在講莫德納 講不過就搬自己打AZ出來救援 是有多可憐啊 還扯別人崩潰 玻璃心就不要發文,莫德納,  111.83.230.21 10/01 01:22 ,13,1,,,,
/bbs/Gossiping/M.1633020541.A.F09.html,lastphil, 有國產最頂的高端可以混 不愛台灣就滾,莫德納,  114.34.15.151 10/01 01:04 ,64,1,,,,
/bbs/Gossiping/M.1633020541.A.F09.html,brad001, 推文一堆連AZ都打不到的悲憤文盲 有夠可憐 內文就說是政府造冊的 剛好打到莫 我爸我大哥也是政府造冊當天才知道是莫 7月初到現在也還沒打第二劑,莫德納,   1.169.200.42 10/01 04:11 ,143,1,,,,
/bbs/Gossiping/M.1633020541.A.F09.html,poweras, 高端百萬劑已經準備好 疫苗孤兒新希望,莫德納,182.232.155.250 10/01 08:45 ,244,1,,,,
/bbs/Gossiping/M.1633020541.A.F09.html,coolptt, +1，莫德納孤兒,莫德納,   42.72.173.34 10/01 08:55 ,253,1,,,,
/bbs/Gossiping/M.1632933417.A.A54.html,kido183, 這種疫苗政策再看看高端股價你告訴我政府沒有惡意？滿滿惡意好嗎,莫德納,36.227.11.190 09/30 00:55 ,23,1,,,,
/bbs/Gossiping/M.1632919585.A.B58.html,guppys2005, 你知道台灣為什麼一直乞到AZ? 因為就沒人打啊！,莫德納,  108.68.127.72 09/30 10:24 ,16,1,,,,
/bbs/Gossiping/M.1632918697.A.F23.html,vbn22, 要打就要打最好的莫德納絕對不打最爛的高端,莫德納,  119.14.215.10 09/29 20:44 ,20,1,,,,
/bbs/Gossiping/M.1632630025.A.618.html,xzcb2008, 高端是垃圾好不好,莫德納,   111.71.81.59 09/26 12:20 ,1,1,,,,
/bbs/Gossiping/M.1632582477.A.A5D.html,kinve1014, 放鳥的 下次全部打高端,莫德納,  1.168.217.105 09/25 23:14 ,32,1,,,,
/bbs/Gossiping/M.1632582477.A.A5D.html,Shinn826, 放鳥的老人 可以安排補打高端,莫德納,  111.251.87.84 09/25 23:15 ,40,1,,,,
/bbs/Gossiping/M.1632582477.A.A5D.html,kenro, 別再亂開了，現在bnt又開給老人是有病喔,莫德納,  42.72.142.161 09/26 01:16 ,246,1,,,,
/bbs/Gossiping/M.1632582477.A.A5D.html,nikewang, 給老人打莫德納根本是浪費疫苗,莫德納,   59.1.206.174 09/26 01:19 ,248,1,,,,
/bbs/Gossiping/M.1632399826.A.29A.html,mxr, 就說了糞針高端沒人要。還在撐喔 XD,莫德納,  42.73.102.216 09/23 20:25 ,15,1,,,,
/bbs/Gossiping/M.1632399826.A.29A.html,foxowlcat, 做事完全沒有計畫 美國要求打國際認證疫苗才可入境 才想到高端被排除 這不是一開始就可以預見的事嗎？ 無能政府世界不是只有美國 這種井蛙話都可以講,莫德納,   106.1.244.56 09/23 22:57 ,81,1,,,,
/bbs/Gossiping/M.1632018229.A.CA7.html,liuyc888, 給你打AZ催命符才是真的不要殺人疫苗 給我安全的bnt,莫德納,  36.228.42.109 09/19 10:53 ,46,1,,,,
/bbs/Gossiping/M.1631841481.A.B1B.html,lnonai, 明後年重押莫德納產能出問題你要吃屎嗎今年教訓學不夠？,莫德納,   114.44.57.71 09/17 09:38 ,46,1,,,,
/bbs/Gossiping/M.1631790783.A.8DB.html,newsyho, 贛，有夠無恥的，都幾月幾號了，Q1吹到現在，跟現在BNT比還真夠無能的，這網紅,莫德納,   114.137.9.23 09/16 19:20 ,74,1,,,,
/bbs/Gossiping/M.1631790783.A.8DB.html,kiergh, 幫二類催貨 賤民等混打高端 舒服啦,莫德納,111.241.125.151 09/16 19:42 ,186,1,,,,
/bbs/Gossiping/M.1631787779.A.810.html,koromo1991, 殘劑就乖乖混高端,莫德納,111.71.101.84 09/16 18:24 ,5,1,,,,
/bbs/Gossiping/M.1631787779.A.810.html,DAGU, 有交醫生男友就可以再打一次殘劑莫德納給醫生上面打針下面被插超爽,莫德納,   1.173.45.252 09/16 20:41 ,15,1,,,,
/bbs/Gossiping/M.1631783660.A.CD9.html,r89556, 要崩潰的是塔率高端仔吧,莫德納,220.136.197.200 09/16 17:19 ,36,1,,,,
/bbs/Gossiping/M.1631779880.A.988.html,RELIFE168, 一堆高端狗急著出來護航耶 某C 笑死,莫德納, 163.32.184.202 09/16 16:13 ,35,1,,,,
/bbs/Gossiping/M.1631779880.A.988.html,keria, 腦殘喔？滿臉豆花的是要讓大家打高端的人吧,莫德納,223.138.203.169 09/16 18:49 ,345,1,,,,
/bbs/Gossiping/M.1631775591.A.B44.html,Kyo5566, 最頂的莫德納來了 誰還想打窮人AZ啊,莫德納,218.164.190.67 09/16 15:17 ,16,1,,,,
/bbs/Gossiping/M.1631775531.A.D52.html,ganganx, 為了高端什麼狗屎手段都用上了,莫德納,  111.254.35.75 09/16 15:08 ,87,1,,,,
/bbs/Gossiping/M.1631775531.A.D52.html,endoutx, 切出新滋味！幹你娘你高端養的狗？,莫德納, 180.217.199.10 09/16 15:24 ,153,1,,,,
/bbs/Gossiping/M.1631773924.A.23C.html,pwokiy, 幹。反正高端打不完。不會再開放的感覺真他媽垃圾,莫德納,   111.82.7.127 09/16 17:55 ,22,1,,,,
/bbs/Gossiping/M.1631772511.A.C6E.html,ter2788, 只能說政府是智障嗎？ 那為何75歲az要預,莫德納, 223.139.92.219 09/16 14:16 ,61,1,,,,
/bbs/Gossiping/M.1631772511.A.C6E.html,panzerbug, 給老人打滿，插隊仔打高端啦,莫德納,  42.72.119.207 09/16 14:22 ,101,1,,,,
/bbs/Gossiping/M.1631772511.A.C6E.html,s75830, 二類優先！老韭菜乖乖去排高端獻給高端啦,莫德納, 180.217.152.23 09/16 14:31 ,137,1,,,,
/bbs/Gossiping/M.1631770984.A.55A.html,nikewang, 國外有高端資料?叫台大實驗220個莫德納混高端 就想亂搞陳時中真的犯下反人類罪,莫德納,  222.99.203.86 09/16 14:17 ,56,1,,,,
/bbs/Gossiping/M.1631770984.A.55A.html,limitlesscit, 陳其邁是腦炸了嗎?高端有國外喔,莫德納,118.163.110.208 09/16 14:43 ,69,1,,,,
/bbs/Gossiping/M.1631767263.A.50F.html,whitenoise, 賤民都是高端命啦，別撐啦,莫德納,223.139.172.101 09/16 12:45 ,3,1,,,,
/bbs/Gossiping/M.1631766073.A.C7D.html,zerowingtw, 高端一跌停~~~~蔡母株比誰都緊張,莫德納,   61.31.104.61 09/16 12:45 ,87,1,,,,
/bbs/Gossiping/M.1631766073.A.C7D.html,Chalmers23, 政府是高端的狗啊,莫德納,  27.53.106.200 09/16 13:37 ,218,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,yyan1218, 不希望AZ跟垃圾混在一起,莫德納, 123.194.153.42 09/16 12:09 ,29,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,lwamp, 科興也加高端試試看 搞不好負負得正,莫德納,101.136.102.235 09/16 12:09 ,36,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,yeh0416, 韭菜遲早都要來一劑高端的,莫德納,223.140.187.197 09/16 12:21 ,304,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,boris0610, 科興混高端是要煉蠱還是兩岸一家親,莫德納, 110.28.230.105 09/16 12:35 ,412,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,agow, 重點是他媽的為什麼只混高端啊，我知道你會說不夠，那你他媽還不多買一點？高端滯銷誰的問題？為什麼我們要去承擔,莫德納, 223.137.26.150 09/16 13:16 ,670,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,gg86300, 我不希望看到AZ跟垃圾混在一起,莫德納, 175.98.141.254 09/16 13:21 ,685,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,linkmusic, 要混高級疫苗只有2類的龍體可行各位賤民乖乖混高端,莫德納,    112.78.75.9 09/16 14:02 ,822,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,LoserLee, 直接不演了94要捧高端？幹那第二類為什麼都打國外不用打高端==真他媽無恥至極欸,莫德納,     114.42.2.5 09/16 14:24 ,858,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,camebson, 要進一堆了柯糞還在哭 怎麼不去打科興,莫德納,  49.217.111.29 09/16 15:45 ,959,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,sunluna, 韭菜們就乖乖當高端試驗體 幫忙消耗存貨,莫德納, 118.165.229.59 09/16 18:03 ,1006,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,bluecup, 來人呀！喂狗官打高端！愈多愈好,莫德納, 118.165.53.141 09/16 20:58 ,1022,1,,,,
/bbs/Gossiping/M.1631765301.A.8A6.html,ipsps, 幹他媽的陳時中！整天講幹話推銷高端,莫德納,106.107.237.185 09/17 01:15 ,1035,1,,,,
/bbs/Gossiping/M.1631764762.A.0E8.html,zerowingtw, 高端養得薦狗官們~~~敢不敢打高端??,莫德納,   61.31.104.61 09/16 12:49 ,71,1,,,,
/bbs/Gossiping/M.1631763492.A.B08.html,leo07172737, 因為狗官要逼全台人民打高端啊,莫德納,  223.138.9.119 09/16 12:43 ,23,1,,,,
/bbs/Gossiping/M.1631761192.A.2BD.html,serrier, 幫官員打一下高端實驗不能做?幫官員小孩打高端看會怎樣做一下啊,莫德納, 118.165.62.128 09/16 11:06 ,24,1,,,,
/bbs/Gossiping/M.1631758715.A.ACC.html,archer9229, 817都打高端 其他人就不缺疫苗了,莫德納,  111.83.188.95 09/16 10:20 ,15,1,,,,
/bbs/Gossiping/M.1631751777.A.791.html,jayway1983, 台灣人本質上跟中國人是一樣的韭菜，党說打高端韭菜們就只能打高端,莫德納,1.172.156.60 09/16 08:24 ,10,1,,,,
/bbs/Gossiping/M.1631751777.A.791.html,eterbless, 還有智障怪莫德納來護航的 北七,莫德納,180.29.102.240 09/16 08:50 ,68,1,,,,
/bbs/Gossiping/M.1631751777.A.791.html,zerowingtw, 政府就是高端養的狗~~~自己作賤自己,莫德納,   61.31.104.61 09/16 08:59 ,84,1,,,,
/bbs/Gossiping/M.1631751777.A.791.html,x0003, 堂堂一個指揮官沉淪為高端業務員，可悲,莫德納, 223.137.92.249 09/16 09:03 ,89,1,,,,
/bbs/Gossiping/M.1631751777.A.791.html,willy4907, 這個政府早就把人命當牲畜 送給高端玩,莫德納, 27.242.194.243 09/16 14:45 ,211,1,,,,
/bbs/Gossiping/M.1631723054.A.36C.html,superya, 高端股價當然比韭菜重要,莫德納,    101.10.1.64 09/16 01:24 ,9,1,,,,
/bbs/Gossiping/M.1631713926.A.AF3.html,gameforyou, 腦袋有洞才打高端，所以本來就有病,莫德納,   49.217.69.19 09/15 22:13 ,11,1,,,,
/bbs/Gossiping/M.1631707825.A.52D.html,young41, 到時候死的人要算莫德納，保護力要算高端喔,莫德納,   101.12.46.46 09/15 20:16 ,1,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,Lenyog, 莫德娜過期就打AZ啊 幹麻一定要配高端北七,莫德納, 27.242.198.228 09/15 19:36 ,50,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,zakijudelo, 真是噁心的政客，為護航高端不擇手段,莫德納,  101.12.33.163 09/15 19:36 ,52,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,divaxxxx, 少屁了，打M一堆高官，怎麼可能打高端,莫德納, 61.227.123.231 09/15 19:48 ,87,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,nextbit, 高官們苦民所苦，把最好的留給人民，莫德納第二劑留給高官,莫德納,203.204.125.231 09/15 19:49 ,88,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,noname78531, 我第一劑打莫啦 不會把垃圾高端打進自己身體。沒第二劑就沒第二劑 去你的母豬蔡政府,莫德納,     39.8.73.89 09/15 20:27 ,146,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,lionpass, 買不到莫德納 AZ靠人送 BNT靠民間買 垃圾政府,莫德納,  111.249.25.64 09/15 21:48 ,193,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,inf, 要緩解不去原廠鄧兜阿催貨跑去研究高端混打，腦子是裝屎嗎？,莫德納, 27.246.194.111 09/15 22:00 ,202,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,kevin963, 蟑螂快去打高端好嗎 不要只會嘴砲,莫德納, 114.36.187.194 09/15 22:47 ,234,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,ACEMOON, 全部政務官員先打一遍高端看看，垃圾,莫德納,  61.65.107.221 09/16 01:31 ,281,1,,,,
/bbs/Gossiping/M.1631705193.A.644.html,banana0111, 高端真的是垃圾 買一堆 啊沒人敢打笑死,莫德納,101.137.108.187 09/16 10:40 ,312,1,,,,
/bbs/Gossiping/M.1631703920.A.E3A.html,domodesty, 政官打國外疫苗  叫人民打高端  爛政府,莫德納, 219.85.167.166 09/15 23:43 ,74,1,,,,
/bbs/Gossiping/M.1631703920.A.E3A.html,aken59420, 不買有FDA藥證的BNT，去買二期疫苗，就是陳時中瀆職,莫德納,  106.1.235.238 09/16 06:49 ,91,1,,,,
/bbs/Gossiping/M.1631702968.A.8B6.html,swoosh67, 根本就硬塞給你 誰知有沒有官商勾結到時還吃莫德納的豆腐 說高端很有效力,莫德納,   73.16.70.248 09/15 19:00 ,7,1,,,,
/bbs/Gossiping/M.1631701448.A.40C.html,ssisters, 政府敢逼我家長輩打高端 看我不放火燒了,莫德納, 223.138.215.77 09/15 18:39 ,21,1,,,,
/bbs/Gossiping/M.1631701448.A.40C.html,rhodo, 等著看505萬劑莫德納何時會全數到貨噁爛政府真的有買到那個數量嗎,莫德納,118.150.193.185 09/15 19:08 ,45,1,,,,
/bbs/Gossiping/M.1631701448.A.40C.html,Shiauliou, 七月初一堆長輩造冊一來直接就是莫德納我媽也是 請問這些長輩有得挑？不檢討政府反而檢討人民？腦子被門夾了？,莫德納, 36.239.164.251 09/15 22:19 ,56,1,,,,
/bbs/Gossiping/M.1631693043.A.102.html,meatbear, 現在不推翻掉這政府 高端就是人人有份不用想投誰 當時連投票都沒有了,莫德納, 172.103.239.52 09/15 16:22 ,12,1,,,,
/bbs/Gossiping/M.1631693031.A.EE5.html,RELIFE168, 哪來的大規模?總數220 雙盲 110打高端這種垃圾實驗 連普通大學都不幹好歹也混打BNT 他媽的死推高端垃圾,莫德納,  111.254.27.34 09/15 16:35 ,17,1,,,,
/bbs/Gossiping/M.1631692780.A.661.html,vdrenike, 虩騏Z為了護航，良心被狗吃了，為啥不混打其他的，要先混高端,莫德納, 114.137.173.22 09/15 16:39 ,44,1,,,,
/bbs/Gossiping/M.1631692780.A.661.html,cide4129, 克拉克自己打兩劑AZ叫低端混打高端噁心,莫德納,114.136.222.252 09/15 17:03 ,51,1,,,,
/bbs/Gossiping/M.1631691029.A.B0A.html,ssw0929, 打死人的話當然是算莫德納的問題啊,莫德納,   39.9.128.155 09/15 15:31 ,6,1,,,,
/bbs/Gossiping/M.1631691029.A.B0A.html,nikewang, 推老人去打高端 肯定很刺激,莫德納, 211.252.28.201 09/15 15:31 ,7,1,,,,
