index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword,position,categories_2,categories_3,categories_4,categories_5
9099,/bbs/Gossiping/M.1628509591.A.D53.html,bankauditor,，現在又靠北官員打AZ？智障小丑！,疫苗, 118.166.107.85 08/09 20:21 ,36,1,5,2,"靠北,智障小丑","[(4, 6), (12, 16)]",0,0,0,1
4463,/bbs/Gossiping/M.1629908987.A.5D3.html,domoto0101,有這樣的腦袋難怪會打高端疫苗,bnt,  101.10.17.154 08/26 00:36 ,70,1,3,1,"有這樣的腦袋,打高端疫苗","[(2, 5), (7, 9), (19, 21)]",0,1,0,0
2288,/bbs/Gossiping/M.1624090323.A.4F6.html,onejune,他媽的給我打高端,AZ, 111.253.91.154 06/19 16:37 ,235,1,5,2,"他媽的,打高端","[(0, 3), (5, 8)]",0,0,0,1
11472,/bbs/Gossiping/M.1624022720.A.450.html,genius721105,最近才突然說要政府授權，之前八卦失智列車不是說BNT可以跟民間談嗎，幹嘛要政府出面,疫苗,   39.12.65.136 06/18 21:37 ,15,1,3,2,失智列車,"[(16, 20)]",0,1,0,0
6868,/bbs/Gossiping/M.1622683339.A.414.html,LENMAN,科興還是比台灣強，台灣什麼爛技術,國藥,   1.34.177.213 06/03 10:44 ,88,1,2,2,台灣什麼爛技術,"[(9, 16)]",1,0,0,0
326,/bbs/Gossiping/M.1631327206.A.C9C.html,fraternity,AZ可以混打，不像莫德納是孤兒,AZ, 27.240.217.223 09/11 10:27 ,3,1,3,3,"莫德納,孤兒","[(9, 12), (13, 15)]",0,1,0,0
12370,/bbs/Gossiping/M.1622951154.A.09A.html,lepeace,蟑螂別去幻想誰崩潰你家主子先跟高端金主土下座道歉吧,疫苗,   1.162.227.33 06/06 11:53 ,47,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
10907,/bbs/Gossiping/M.1624618578.A.F9A.html,cherrybabe,1634萬劑高端強制造冊給蟑螂打,疫苗, 218.173.21.189 06/25 19:34 ,198,1,3,2,蟑螂,"[(13, 15)]",0,1,0,0
15011,/bbs/Gossiping/M.1623641556.A.075.html,lakeisland,科興有who認正，別拿高端這垃圾來比寧願打科興+1,科興,  49.158.78.169 06/14 15:09 ,111,1,1,1,"高端,垃圾","[(11, 13), (14, 16)]",0,0,0,0
18142,/bbs/Gossiping/M.1626676669.A.001.html,goldenwave,你有要出國嗎？沒有給我打高端啊肏,高端,   101.12.44.78 07/19 15:20 ,191,1,3,1,"打高端,肏","[(11, 14), (15, 16)]",0,1,0,0
10184,/bbs/Gossiping/M.1626674904.A.65B.html,phenom42,韭菜們準備打高端囉,疫苗,223.136.174.157 07/19 16:24 ,1280,1,3,3,"韭菜,打高端","[(0, 2), (5, 8)]",0,1,0,0
198,/bbs/Gossiping/M.1631844545.A.70C.html,paulsama,當廢物政府要你打高端時,AZ,223.136.226.194 09/17 16:00 ,722,1,4,2,廢物政府,"[(1, 5)]",0,0,1,0
17500,/bbs/Gossiping/M.1629302609.A.54C.html,tony811207,搞到高端像科興一樣的廉價感,高端,   27.242.69.86 08/19 01:43 ,559,1,1,3,"高端,科興,廉價感","[(2, 4), (5, 7), (10, 13)]",0,0,0,0
17236,/bbs/Gossiping/M.1629761197.A.ABF.html,WWIII,打高端好安心屌打國外垃圾疫苗,高端,  36.228.94.116 08/24 12:17 ,375,1,1,1,國外垃圾疫苗,"[(8, 14)]",0,0,0,0
14213,/bbs/Gossiping/M.1622031685.A.7B6.html,ssaic2006,看看現在進41萬劑AZ顏若芳就那麼囂張了，就算1000劑少個0，應該也會叫我們這些賤民跪恩吧,疫苗,   114.39.42.38 05/26 21:07 ,126,1,3,1,賤民,"[(41, 43)]",0,1,0,0
16505,/bbs/Gossiping/M.1630741595.A.B82.html,catvsdog,護航高端的造謠資訊你看cdc都沒有要澄清就知道啦根本默許這種洗腦行為看韭菜能割幾個是幾個,高端, 27.53.137.126 09/04 17:21 ,519,1,4,3,"護航高端,造謠,cdc都沒有要澄清","[(0, 4), (5, 7), (11, 20)]",0,0,1,0
12014,/bbs/Gossiping/M.1623395157.A.A23.html,hyuchi0202,會通知各位韭菜去打的只有高端啦呵,疫苗,118.166.38.207 06/11 15:09 ,61,1,3,3,韭菜,"[(5, 7)]",0,1,0,0
2150,/bbs/Gossiping/M.1624530531.A.085.html,ARTORIA,會選莫德納代表人民有做功課吧有人選AZ才要擔心智商堪慮,AZ,180.217.130.166 06/24 18:55 ,67,1,3,1,"選AZ,智商堪慮","[(16, 19), (23, 27)]",0,1,0,0
11632,/bbs/Gossiping/M.1623803538.A.0A4.html,taikouhncheu,是低端人口打高端選都沒辦法選,疫苗, 118.169.12.144 06/16 08:45 ,15,1,3,2,低端人口,"[(1, 5)]",0,1,0,0
13439,/bbs/Gossiping/M.1622442332.A.863.html,CYL009,保你媽的密啦現在就是歐印高端還要保三小秘密,疫苗,  180.217.12.37 05/31 16:52 ,464,1,1,2,"保你媽的密,保三小秘密","[(0, 5), (16, 21)]",0,0,0,0
12001,/bbs/Gossiping/M.1623405285.A.EAE.html,MGCHU,找蟑螂做第三期，他們最愛高端了～,疫苗,   1.161.195.74 06/11 19:36 ,153,1,3,2,蟑螂,"[(1, 3)]",0,1,0,0
275,/bbs/Gossiping/M.1631501214.A.494.html,Crios,也沒什麼好洗的台灣有打疫苗的超過50%的都是打AZ真的認為AZ不好就不要打阿當超過50%的人都是智障不成,AZ, 111.82.162.214 09/13 12:03 ,58,1,3,2,智障,"[(48, 50)]",0,1,0,0
3560,/bbs/Gossiping/M.1632279352.A.CCF.html,veter,被蟑螂笑死還沒打也怪到bnt,bnt, 49.216.176.121 09/22 11:01 ,81,1,3,2,蟑螂,"[(2, 4), (5, 8)]",0,1,0,0
15387,/bbs/Gossiping/M.1631012684.A.72C.html,best0811,反觀垃色高端,莫德納,  122.118.16.51 09/07 19:59 ,363,1,1,1,垃色高端,"[(2, 6)]",0,0,0,0
12499,/bbs/Gossiping/M.1622860202.A.BB8.html,Sosonian,這些狗官很大機率是搶打15萬莫德納,疫苗, 27.246.194.129 06/05 11:32 ,352,1,3,2,"狗官,搶打,莫德納","[(2, 4), (9, 11), (14, 17)]",0,1,0,0
13796,/bbs/Gossiping/M.1622279302.A.233.html,cloudsub,垃圾俊大概是科興,疫苗,220.134.248.204 05/29 17:10 ,17,1,1,1,垃圾俊,"[(0, 3)]",0,0,0,0
12535,/bbs/Gossiping/M.1622829386.A.1BE.html,TaichungC,怕AZ，你各位想一想有沒有好笑，八卦版真的超失智的啦,疫苗,223.138.236.254 06/05 04:16 ,542,1,3,2,"八卦版,超失智","[(16, 19), (21, 24)]",0,1,0,0
14787,/bbs/Gossiping/M.1620712001.A.BCC.html,ppptttqaz,垃圾AZ誰要打,疫苗, 05/11 13:46 ,1,1,1,1,垃圾AZ,"[(0, 4)]",0,0,0,0
5018,/bbs/Gossiping/M.1626777703.A.623.html,laliga,那就高端啊，打完變低端,bnt,118.169.130.250 07/20 23:02 ,962,1,3,2,"高端啊,打完變低端","[(4, 9), (23, 24)]",0,1,0,0
9369,/bbs/Gossiping/M.1628228397.A.33D.html,C13H16ClNO,韭菜就爛命也沒什麼好不滿我們至少還有高端好戲可以看,疫苗,    1.200.26.82 08/06 14:56 ,541,1,3,3,"韭菜,爛命","[(0, 2), (3, 5)]",0,1,0,0
5340,/bbs/Gossiping/M.1626015705.A.DC7.html,utuyuy,2300-817=1483加上乞討來的應該有夠了817就乖乖等你們的國產高端不要偷打跟人搶嘿,bnt, 114.136.197.48 07/11 23:18 ,31,1,3,1,"乞討來的,817,國產高端","[(0, 4), (12, 16)]",0,1,0,0
7939,/bbs/Gossiping/M.1630408451.A.ACE.html,Numbydully,第四天高端仔路過我是手不會痛但是頭有時會抽痛給你參考,疫苗,112.78.80.204 08/31 19:18 ,13,1,3,3,高端仔,"[(3, 6)]",0,1,0,0
17098,/bbs/Gossiping/M.1629858346.A.216.html,isly831130,我打便宜的Az這種貴的給狗官,高端,   101.12.17.64 08/25 14:09 ,43,1,3,2,狗官,"[(12, 14)]",0,1,0,0
15170,/bbs/Gossiping/M.1623125499.A.C29.html,heyd,他是亞利安種族主義者當然選bnt,聯亞,   1.170.186.37 06/08 12:13 ,5,1,1,3,亞利安種族主義者,"[(2, 10)]",0,0,0,0
11682,/bbs/Gossiping/M.1623674207.A.983.html,ARTORIA,智障政府不去搶這個壓什麼高端,疫苗,220.133.251.121 06/14 21:10 ,379,1,4,2,智障政府,"[(0, 4)]",0,0,1,0
13318,/bbs/Gossiping/M.1622486727.A.C1E.html,nicklyyyy,外交...你高端疫苗到時連非洲小國都不如,疫苗,   49.216.32.61 06/01 03:14 ,21,1,2,3,"高端疫苗,連非洲小國都不如","[(6, 10), (12, 20)]",1,0,0,0
4317,/bbs/Gossiping/M.1630085986.A.4F6.html,s75830,韭菜只能高端不能再多了！,bnt,  1.200.137.252 08/28 02:27 ,21,1,3,3,"韭菜,高端","[(4, 8)]",0,1,0,0
17255,/bbs/Gossiping/M.1629715706.A.BF5.html,freeclouds,只有智障跟人渣政客才會信高端到底,高端,   1.200.26.161 08/23 18:50 ,6,1,3,2,"智障,人渣政客","[(2, 4), (5, 9)]",0,1,0,0
1956,/bbs/Gossiping/M.1625631973.A.45D.html,sonic4567,反話說乞丐疫苗的還去打AZ,AZ,   42.73.87.230 07/07 12:38 ,13,1,1,1,乞丐疫苗,"[(3, 7)]",0,0,0,0
17271,/bbs/Gossiping/M.1629707950.A.B9E.html,NeoLife,臭雞掰高端仔快去打兩劑肏,高端, 49.216.238.191 08/23 18:35 ,223,1,3,1,"臭雞掰高端仔,肏","[(0, 6), (11, 12)]",0,1,0,0
1205,/bbs/Gossiping/M.1627616466.A.D7A.html,q16941153,反正只要在高端疫苗動手腳就好，他們可以作秀打兩劑高端生理食鹽水反正只要黑箱就好，外人拿不到證據,AZ,   42.75.119.14 07/30 14:59 ,201,1,1,3,高端生理食鹽水,"[(24, 31)]",0,0,0,0
7111,/bbs/Gossiping/M.1632803232.A.A4C.html,sulichun,只有高端仔不行啦AZ都他們捐的能不認?,疫苗,  1.164.149.116 09/28 12:30 ,6,1,3,3,高端仔,"[(2, 5)]",0,1,0,0
9805,/bbs/Gossiping/M.1627367755.A.738.html,jackhg,好棒高端仔快預約,疫苗, 111.251.153.73 07/27 14:42 ,45,1,3,3,高端仔,"[(2, 5)]",0,1,0,0
13156,/bbs/Gossiping/M.1622532305.A.DC7.html,jim924211,智障嗎，高端不能當沖吧,疫苗,    101.10.4.90 06/01 15:52 ,55,1,5,2,智障,"[(0, 2)]",0,0,0,1
17572,/bbs/Gossiping/M.1629199190.A.4AB.html,lwamp,多打一個高端就少一個打低端進口疫苗高,高端, 36.225.199.229 08/17 19:26 ,59,1,1,2,低端進口疫苗,"[(11, 17)]",0,0,0,0
9879,/bbs/Gossiping/M.1627210610.A.D9F.html,TCPai,沒高端，這什麼野雞,疫苗,111.251.153.164 07/25 18:57 ,2,1,5,2,這什麼野雞,"[(4, 9)]",0,0,0,1
11582,/bbs/Gossiping/M.1623857604.A.EDC.html,Padfoneman,自己人喇高端仔回去洗洗睡,疫苗,   1.200.134.69 06/16 23:35 ,6,1,3,3,高端仔,"[(4, 7)]",0,1,0,0
9822,/bbs/Gossiping/M.1627366022.A.87E.html,nikewang,甲魚幸好我先預約AZ,疫苗, 58.121.230.176 07/27 15:44 ,611,1,5,3,甲魚,"[(0, 2)]",0,0,0,1
600,/bbs/Gossiping/M.1630643197.A.0E5.html,drraujn,高端剩下的四百多萬劑怎麼辦？狗官一人10劑打掉避免浪費如何？,AZ,111.243.151.240 09/03 12:30 ,13,1,3,2,狗官,"[(14, 16)]",0,1,0,0
10352,/bbs/Gossiping/M.1626180024.A.2C9.html,joesong,老人乖乖打AZ，BNT不關你的事,疫苗,   1.200.64.253 07/13 22:07 ,271,1,3,3,"老人,打AZ","[(0, 2), (4, 7)]",0,1,0,0
4519,/bbs/Gossiping/M.1629883749.A.F8C.html,chanceiam,開蟑聖母沒打高端會不會打復必泰,bnt,  111.71.54.251 08/25 17:42 ,20,1,3,2,"開蟑聖母,打高端","[(0, 9)]",0,1,0,0
10335,/bbs/Gossiping/M.1626238848.A.516.html,vm06wl,甲螂可以取消AZ等高端了,疫苗,  223.140.219.2 07/14 13:47 ,116,1,3,2,甲螂,"[(0, 2)]",0,1,0,0
13611,/bbs/Gossiping/M.1622376111.A.793.html,soxgo,誰在高端聯亞上賺錢我就詛咒你死全家幹！,疫苗, 220.135.239.77 05/30 21:27 ,836,1,5,2,"高端聯亞上賺錢,死全家幹","[(2, 9), (14, 18)]",0,0,0,1
3673,/bbs/Gossiping/M.1631377634.A.A32.html,WWR1234,Bnt就是垃圾疫苗學生應該打高端讓青壯年打bnt,bnt, 223.136.57.227 09/12 02:35 ,216,1,1,1,"Bnt,垃圾疫苗","[(0, 2), (4, 6)]",0,0,0,0
5815,/bbs/Gossiping/M.1623756324.A.5CD.html,CCNK,BNT輪得到覺青本日最好笑,bnt,210.242.153.201 06/15 19:41 ,34,1,3,3,覺青,"[(4, 7), (9, 12), (14, 19)]",0,1,0,0
6653,/bbs/Gossiping/M.1621693646.A.EA1.html,rogergon,相信我，真的過來覺青照樣搶著打出國看疫苗護照時，你給他看高端搞笑嗎？現在歐盟只認輝瑞莫德納AZ嬌生,bnt, 05/22 22:42 ,11,1,3,3,覺青照樣搶著打,"[(8, 15)]",0,1,0,0
6003,/bbs/Gossiping/M.1623285085.A.C75.html,conneyzz,DDP知道世界上還有其他疫苗嗎？輝瑞被擋就當國際乞丐？,bnt, 111.82.212.119 06/10 08:50 ,135,1,4,2,"輝瑞被擋,國際乞丐","[(1, 5)]",0,0,1,0
2924,/bbs/Gossiping/M.1622643113.A.C4E.html,gekkou,蟑螂不是要打國產哈不要偷偷去打AZ喔,AZ, 125.227.32.160 06/02 22:32 ,80,1,3,2,"蟑螂,打國產","[(0, 2), (5, 8)]",0,1,0,0
6237,/bbs/Gossiping/M.1622350201.A.FB4.html,catvsdog,走鐘有夠荒唐卡BNT卡成這樣視人命為何物？,bnt,   39.12.162.88 05/30 14:29 ,1044,1,4,3,走鐘,"[(0, 2)]",0,0,1,0
6972,/bbs/Gossiping/M.1622267214.A.F32.html,ev331,嬌生很差耶,嬌生,   36.224.82.32 05/29 13:50 ,27,1,1,3,嬌生很差,"[(0, 4)]",0,0,0,0
12447,/bbs/Gossiping/M.1622902510.A.C84.html,enzo660,不管啦高端的疫苗就是廢鄉民個個都是,疫苗,   39.12.70.171 06/06 01:13 ,352,1,1,2,"高端,疫苗,廢","[(3, 5), (6, 8), (10, 11)]",0,0,0,0
12748,/bbs/Gossiping/M.1622726648.A.BDB.html,husky2,北七，AZ就是人家不要的才送來。真要打回日本可是有BNT跟莫德納,疫苗,114.136.145.133 06/04 00:10 ,735,1,1,2,"北七,AZ,不要","[(0, 2), (3, 5), (9, 11)]",0,0,0,0
1088,/bbs/Gossiping/M.1628238237.A.976.html,lasaieshy,打高端的817不會打其它疫苗啦,AZ,  39.10.231.113 08/06 16:51 ,7,1,3,3,打高端的817,"[(0, 7)]",0,1,0,0
9125,/bbs/Gossiping/M.1628477177.A.42D.html,aqsss,蟑螂33%9.2想打科興國藥,疫苗,140.112.125.206 08/09 10:47 ,9,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
16007,/bbs/Gossiping/M.1623217659.A.905.html,x04nonesuchx,肥宅乖乖去打高端,輝瑞,   180.177.1.61 06/09 13:49 ,27,1,3,3,"肥宅,打高端","[(0, 2), (5, 8)]",0,1,0,0
12106,/bbs/Gossiping/M.1623317802.A.EBF.html,JackaLMeI,我們贏惹817可以安心打高端惹吧,疫苗,223.137.189.197 06/10 17:39 ,33,1,3,3,"817,打高端","[(4, 7), (11, 14)]",0,1,0,0
13417,/bbs/Gossiping/M.1622448134.A.99D.html,GoaCorolla,幹你娘那就開放BNT啊,疫苗,  38.75.137.244 05/31 16:02 ,7,1,4,1,"幹你娘,開放BNT","[(0, 3), (5, 10)]",0,0,1,0
6004,/bbs/Gossiping/M.1623285085.A.C75.html,Xceberus,同一群腦殘就會整天吵著要AZ不到bnt了,bnt,  223.139.4.237 06/10 08:51 ,143,1,3,2,一群腦殘,"[(7, 9), (19, 23)]",0,1,0,0
9172,/bbs/Gossiping/M.1628328606.A.B9A.html,EFERO,去你媽的官員全部都給我打高端啦糙,疫苗,123.193.141.136 08/07 17:45 ,78,1,3,2,"去你媽的官員,糙","[(0, 6), (15, 16)]",0,1,0,0
9177,/bbs/Gossiping/M.1628322537.A.3EB.html,beariscut,一堆低端蟑螂快去打高端看腦袋會不會正常,疫苗, 123.192.193.98 08/07 16:15 ,88,1,3,2,低端蟑螂,"[(2, 6)]",0,1,0,0
13053,/bbs/Gossiping/M.1622559874.A.D13.html,zakijudelo,整天吹高端，國際根本不甩你這個半成品，笑死,疫苗,   101.12.54.25 06/01 23:13 ,49,1,1,3,"高端,半成品","[(3, 5), (15, 18)]",0,0,0,0
15857,/bbs/Gossiping/M.1623215749.A.529.html,ian41360,那15萬莫德納不是給賤民孕婦打的啦,莫德納,  110.26.222.34 06/09 13:16 ,2,1,3,1,"莫德納,賤民孕婦打","[(4, 7), (10, 15)]",0,1,0,0
1319,/bbs/Gossiping/M.1627283282.A.18D.html,leinru,垃圾817滾去打高端好嗎,AZ,113.196.187.107 07/26 15:11 ,42,1,3,1,垃圾817滾去打高端,"[(0, 10)]",0,1,0,0
6833,/bbs/Gossiping/M.1623321152.A.266.html,rockman73,笑死有BNT莫得那AZ誰要國藥更別說低端,國藥, 36.224.172.123 06/10 18:38 ,136,1,1,2,低端,"[(18, 20)]",0,0,0,0
5386,/bbs/Gossiping/M.1625996015.A.F26.html,ioofish,所以我自認韭菜國家隊打高端聯亞,bnt, 118.168.85.113 07/11 17:35 ,1,1,3,3,韭菜國家隊打高端聯亞,"[(13, 18)]",0,1,0,0
12266,/bbs/Gossiping/M.1623118801.A.FDA.html,jo78jo78,我不要高端啦！幹你娘,疫苗,   101.12.2.247 06/08 10:23 ,91,1,1,1,"不要高端,幹你娘","[(1, 5), (7, 10)]",0,0,0,0
636,/bbs/Gossiping/M.1630624334.A.898.html,johnpotato,除了垃圾高端有得打就打啦,AZ, 114.136.149.72 09/03 08:15 ,127,1,1,1,垃圾高端,"[(2, 6)]",0,0,0,0
1708,/bbs/Gossiping/M.1626338299.A.449.html,chinhan1216,817非高端不打啦,AZ,114.136.109.167 07/15 16:40 ,9,1,3,3,817非高端不打,"[(0, 8)]",0,1,0,0
3901,/bbs/Gossiping/M.1630480655.A.EA6.html,abcde79961a,翻譯：不打高端就是刁民,bnt,   49.216.89.66 09/01 16:03 ,334,1,3,2,"不打高端,刁民","[(0, 2), (9, 12), (13, 15)]",0,1,0,0
3532,/bbs/Gossiping/M.1632287053.A.A94.html,jeery110203,高端有過三期????神智不清??,bnt, 118.167.85.231 09/22 13:14 ,226,1,1,3,"高端,神智不清","[(0, 2), (7, 13)]",0,0,0,0
12115,/bbs/Gossiping/M.1623316827.A.E65.html,ppc,柯糞乖乖打高端吧哈哈哈哈哈,疫苗,  27.247.138.14 06/10 17:27 ,138,1,3,2,"柯糞,打高端","[(0, 2), (4, 7)]",0,1,0,0
13511,/bbs/Gossiping/M.1622420460.A.624.html,xx60824xx,現在是擺明要卡不然高端這種貨色給誰,疫苗,   101.9.89.159 05/31 08:21 ,3,1,1,3,高端這種貨色,"[(9, 15)]",0,0,0,0
3996,/bbs/Gossiping/M.1630395547.A.DAC.html,kaeyo,廢物你以為人人都要打高端喔,bnt, 123.195.150.26 08/31 15:40 ,21,1,1,1,"廢物,打高端","[(0, 3), (12, 13)]",0,0,0,0
2569,/bbs/Gossiping/M.1623160979.A.2DC.html,gg20ff,Az頂多算乾糧國慘才是樹皮好嗎,AZ, 49.216.217.234 06/08 22:20 ,62,1,1,2,"Az,國慘","[(0, 2), (7, 9)]",0,0,0,0
6402,/bbs/Gossiping/M.1622267757.A.EB1.html,Wimadison,不用吵了，817滿滿台灣價值就去打國產、AZ，其他打BNT、莫德納！,bnt,   101.9.91.146 05/29 14:05 ,33,1,3,3,"817,打國產","[(5, 8), (16, 19)]",0,1,0,0
10979,/bbs/Gossiping/M.1624335265.A.1DD.html,now99,賤民，817已經預約高端所以沒差,疫苗,223.136.197.106 06/22 12:17 ,21,1,3,1,賤民,"[(0, 2)]",0,1,0,0
10876,/bbs/Gossiping/M.1624756677.A.A6B.html,Renina,為了高端疫苗真是好操作難看的吃相噁心的執政者,疫苗,   49.159.73.63 06/27 13:02 ,821,1,4,3,"噁心,執政者","[(16, 18), (19, 22)]",0,0,1,0
7929,/bbs/Gossiping/M.1630436424.A.81C.html,VOLK11,官員應該當高端戰士啊，跑來和一般民眾,疫苗,  1.162.118.119 09/01 03:09 ,9,1,3,3,高端戰士,"[(5, 9)]",0,1,0,0
5612,/bbs/Gossiping/M.1625129418.A.12A.html,yyan1218,提醒蟑螂記得打高端和聯亞,bnt,   49.216.41.64 07/01 16:55 ,35,1,3,2,"蟑螂,打高端,聯亞","[(22, 26)]",0,1,0,0
4951,/bbs/Gossiping/M.1626842296.A.4DC.html,adon0313,崩潰單吊莫德納給打嗎？乞丐政府有夠強,bnt,   1.200.80.128 07/21 12:40 ,15,1,4,1,"單吊莫德納,乞丐政府","[(20, 22)]",0,0,1,0
15378,/bbs/Gossiping/M.1631173236.A.FA3.html,eno03,鬼島只會吹貨高端還很多噢啾咪,莫德納, 61.228.156.117 09/09 15:47 ,14,1,2,1,鬼島,"[(0, 2)]",1,0,0,0
2144,/bbs/Gossiping/M.1624586485.A.A97.html,pigofwind,AZ我來打OK啊，反正也沒得選，二期高端留給整天造謠別人要打科興的智障蟑螂打,AZ, 223.136.237.75 06/25 12:23 ,1236,1,3,2,智障蟑螂,"[(33, 37)]",0,1,0,0
17385,/bbs/Gossiping/M.1629558924.A.F87.html,freeclouds,200萬人???會去打高端不是智障就是人渣政客,高端,   1.200.26.161 08/21 23:23 ,5,1,3,2,"智障,人渣政客","[(15, 17), (19, 23)]",0,1,0,0
14590,/bbs/Gossiping/M.1621572237.A.11C.html,howiekuohr,兵臨城下只能打AZ這個時候Peggy也只能打了上陣了啊蟑螂去給狗幹啦操,疫苗, 05/21 12:45 ,3,1,3,1,"蟑螂去給狗幹,操","[(27, 33), (34, 35)]",0,1,0,0
15329,/bbs/Gossiping/M.1631582274.A.38C.html,frankochris,這些狗官推高端結果自己都不打,莫德納,  1.200.131.139 09/14 10:16 ,413,1,3,2,狗官推高端,"[(2, 7)]",0,1,0,0
8363,/bbs/Gossiping/M.1629705759.A.8A1.html,anoreader,世界就是一群鄉巴佬！！！台灣有高端,疫苗,111.243.135.217 08/23 16:04 ,6,1,3,3,一群鄉巴佬,"[(4, 9)]",0,1,0,0
9290,/bbs/Gossiping/M.1628238761.A.902.html,saionepiece,再說一次自選高端的都是智障,疫苗,  49.216.131.81 08/06 16:51 ,422,1,3,2,"選高端,智障","[(5, 8), (11, 13)]",0,1,0,0
13204,/bbs/Gossiping/M.1622519379.A.29B.html,RisingTackle,BNT我先打，國藥給817,疫苗,   1.34.254.137 06/01 11:50 ,11,1,3,3,817,"[(10, 13)]",0,1,0,0
10575,/bbs/Gossiping/M.1625676453.A.685.html,cheneden,蟑螂又想把BNT騙成是大陸的？,疫苗,  49.216.57.216 07/08 00:55 ,86,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
7365,/bbs/Gossiping/M.1632184194.A.363.html,Parker08,AZ人那麼多遲早過，高端仔做夢比較快,疫苗, 223.136.93.237 09/21 12:20 ,112,1,3,3,高端仔,"[(10, 13)]",0,1,0,0
1099,/bbs/Gossiping/M.1628218305.A.31C.html,lolic,擁護高端垃圾的哪來臉笑人家,AZ,223.137.253.213 08/06 10:53 ,4,1,1,1,擁護高端垃圾,"[(0, 6)]",0,0,0,0
7916,/bbs/Gossiping/M.1630482164.A.795.html,jackycheny,媽的我的第一劑勒，狗官怎不都打高端,疫苗,  1.163.176.240 09/01 15:54 ,51,1,3,2,"媽的,狗官","[(0, 2), (9, 11)]",0,1,0,0
14783,/bbs/Gossiping/M.1620717594.A.95D.html,rasen9,科興你鬼島不要國外一堆人要啊鬼島人那麼少只靠內需是賺,疫苗, 05/11 15:26 ,9,1,2,1,鬼島,"[(3, 5), (14, 16)]",1,0,0,0
1646,/bbs/Gossiping/M.1626360350.A.F78.html,DarenR,低能兒才會覺得az有問題，不過沒關係，反正4低能兒,AZ, 27.240.168.211 07/16 06:46 ,567,1,3,1,低能兒,"[(0, 3), (22, 25)]",0,1,0,0
9340,/bbs/Gossiping/M.1628232830.A.2BC.html,BLINKPTT,覺青沒給我打高端就都去吃屎,疫苗, 118.160.83.109 08/06 15:32 ,899,1,3,2,"覺青,吃屎","[(0, 2), (11, 13)]",0,1,0,0
3569,/bbs/Gossiping/M.1632219526.A.FF9.html,scum5566,不敢嘴莫得那只會嘴bnt幹狗官,bnt,  114.41.53.242 09/21 21:42 ,59,1,3,2,幹狗官,"[(0, 3)]",0,1,0,0
5369,/bbs/Gossiping/M.1626010529.A.7CE.html,gn01693664,覺青請打高端並出示注射證明,bnt,  223.139.17.27 07/11 22:02 ,234,1,3,3,"覺青,打高端","[(2, 13)]",0,1,0,0
12772,/bbs/Gossiping/M.1622716503.A.229.html,mysterydream,覺清不是都在等高端ㄇ,疫苗,     1.169.1.41 06/03 18:35 ,4,1,3,3,覺清,"[(0, 2)]",0,1,0,0
15184,/bbs/Gossiping/M.1632582477.A.A5D.html,nikewang,給老人打莫德納根本是浪費疫苗,莫德納,   59.1.206.174 09/26 01:19 ,248,1,3,3,"給老人打莫德納,浪費疫苗","[(0, 7), (10, 14)]",0,1,0,0
9652,/bbs/Gossiping/M.1627693934.A.7F2.html,ChikanDesu,高端仔為啥整天幻想有數據1.5期就是,疫苗, 114.43.165.167 07/31 10:08 ,143,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
17882,/bbs/Gossiping/M.1628078063.A.F6A.html,leokidd1976,推，連護航的蟑螂都不敢打高端..,高端,  49.216.40.161 08/05 01:36 ,414,1,3,2,蟑螂,"[(6, 8)]",0,1,0,0
17702,/bbs/Gossiping/M.1628752064.A.751.html,jaguarccu,物內用，沒有進口的，變相叫你鬼島鬼民打高端，計畫很明確，我沒有強迫大家打高端，是民眾自己選的喔,高端,   42.76.173.40 08/12 16:42 ,249,1,2,1,鬼島鬼民打高端,"[(14, 21)]",1,0,0,0
10373,/bbs/Gossiping/M.1626113482.A.470.html,OAO5566,等高端吧韭菜,疫苗, 223.137.155.79 07/13 02:12 ,1,1,3,3,韭菜,"[(4, 6)]",0,1,0,0
1422,/bbs/Gossiping/M.1626681863.A.AD6.html,Rainbowkat,我還看到我高中歷史老師說疫苗是戰略資源很重要要自己發展什麼的結果今天貼自己打AZ幹真的爛東西,AZ,  223.136.92.82 07/19 19:58 ,256,1,5,1,AZ幹真的爛東西,"[(38, 46)]",0,0,0,1
12626,/bbs/Gossiping/M.1622775657.A.62A.html,moneyalot,洩腸停也是打az吧,疫苗,  101.137.84.17 06/04 13:48 ,1340,1,4,2,洩腸停,"[(0, 3)]",0,0,1,0
10864,/bbs/Gossiping/M.1624767845.A.5FF.html,chulen,我原本等這劑給老人家耶副作用至少少一點垃圾高端就免了連有效性都沒測的垃圾,疫苗,  1.200.139.232 06/27 16:42 ,1262,1,1,1,"垃圾,高端","[(19, 21), (34, 36), (21, 23)]",0,0,0,0
